"","id","highway","cycleway","access","foot","bicycle","oneway","routeId","routingFactorId"
"212338",7933861,"residential",NA,"yes","yes","yes","no",0,377
"212339",7933864,"service",NA,"yes","yes","yes","no",0,436
"212340",7933867,"residential",NA,"yes","yes","yes","no",0,377
"212719",7941709,"residential",NA,"yes","yes","yes","no",0,377
"212720",7941710,"residential",NA,"yes","yes","yes","no",0,377
"212721",7941712,"residential",NA,"yes","yes","yes","no",0,377
"212722",7941713,"residential",NA,"yes","yes","yes","no",0,377
"212723",7941714,"residential",NA,"yes","yes","yes","no",0,377
"212724",7941715,"residential",NA,"yes","yes","yes","no",0,377
"212725",7941716,"residential",NA,"yes","yes","yes","no",0,377
"212726",7941717,"tertiary",NA,"yes","yes","yes","no",0,144
"212727",7941718,"residential",NA,"yes","yes","yes","no",0,377
"212728",7941719,"residential",NA,"yes","yes","yes","no",0,377
"212729",7941720,"residential",NA,"yes","yes","yes","no",0,377
"212730",7941721,"service",NA,"yes","yes","yes","no",0,436
"212731",7941722,"residential",NA,"yes","yes","yes","no",0,377
"212732",7941723,"residential",NA,"yes","yes","yes","no",0,377
"212733",7941724,"residential",NA,"yes","yes","yes","no",0,377
"212734",7941726,"residential",NA,"yes","yes","yes","no",0,377
"212735",7941727,"residential",NA,"yes","yes","yes","no",0,377
"212736",7941728,"residential",NA,"yes","yes","yes","no",0,377
"212737",7941730,"residential",NA,"yes","yes","yes","no",0,377
"212738",7941732,"residential",NA,"yes","yes","yes","no",0,377
"212739",7941734,"service",NA,"yes","yes","yes","no",0,436
"212740",7941736,"residential",NA,"yes","yes","yes","no",0,377
"212741",7941738,"residential",NA,"yes","yes","yes","no",0,377
"212742",7941739,"residential",NA,"yes","yes","yes","no",0,377
"212805",7944384,"tertiary",NA,"yes","no","yes","yes",0,273
"212806",7944385,"tertiary",NA,"yes","yes","yes","no",0,144
"212807",7944387,"tertiary",NA,"yes","yes","yes","no",0,144
"212808",7944388,"unclassified",NA,"yes","yes","yes","no",0,337
"212809",7944389,"unclassified",NA,"yes","yes","yes","no",0,337
"212810",7944390,"tertiary",NA,"yes","yes","yes","no",0,144
"212811",7944392,"residential",NA,"yes","yes","yes","no",0,377
"212812",7944393,"residential",NA,"yes","yes","yes","no",0,377
"212813",7944394,"tertiary",NA,"yes","yes","yes","no",0,144
"212814",7944395,"tertiary",NA,"yes","yes","yes","no",0,144
"212815",7944396,"tertiary",NA,"yes","yes","yes","no",0,144
"212816",7944397,"tertiary",NA,"yes","yes","yes","no",0,144
"212817",7944399,"tertiary",NA,"yes","yes","yes","no",0,144
"212867",7947722,"residential",NA,"yes","yes","yes","no",0,249
"212868",7947724,"residential",NA,"yes","yes","yes","no",0,377
"212869",7947725,"residential",NA,"yes","yes","yes","no",0,377
"212870",7947728,"residential",NA,"yes","yes","yes","no",0,377
"212871",7947729,"residential",NA,"yes","yes","yes","no",0,377
"212872",7947730,"residential",NA,"yes","yes","yes","no",0,377
"212873",7947732,"residential",NA,"yes","yes","yes","no",0,377
"212874",7947734,"residential",NA,"yes","yes","yes","no",0,377
"212875",7947735,"residential",NA,"yes","yes","yes","no",0,377
"212876",7947736,"residential",NA,"yes","yes","yes","no",0,377
"212877",7947738,"residential",NA,"yes","yes","yes","no",0,377
"212878",7947739,"residential",NA,"yes","yes","yes","no",0,377
"212879",7947740,"residential",NA,"yes","yes","yes","no",0,377
"212880",7947741,"residential",NA,"yes","yes","yes","no",0,377
"212881",7947743,"residential",NA,"yes","yes","yes","no",0,377
"212882",7947744,"residential",NA,"yes","yes","yes","no",0,377
"212883",7947745,"residential",NA,"yes","yes","yes","no",0,377
"212884",7947746,"residential",NA,"yes","yes","yes","no",0,377
"212885",7947749,"residential",NA,"yes","yes","yes","no",0,377
"212886",7947754,"residential",NA,"yes","yes","yes","no",0,377
"212887",7947757,"residential",NA,"yes","yes","yes","no",0,377
"212888",7947762,"residential",NA,"yes","yes","yes","no",0,377
"212889",7947767,"residential",NA,"yes","yes","yes","no",0,377
"213613",7971782,"tertiary",NA,"yes","yes","yes","no",0,144
"213614",7971783,"residential",NA,"yes","yes","yes","no",0,377
"213615",7971784,"residential",NA,"yes","yes","yes","no",0,377
"213616",7971785,"residential",NA,"yes","yes","yes","no",0,377
"213628",7971967,"residential",NA,"yes","yes","yes","no",0,377
"213629",7971968,"residential",NA,"yes","yes","yes","no",0,377
"213630",7971969,"residential",NA,"yes","yes","yes","no",0,377
"213631",7971970,"residential",NA,"yes","yes","yes","no",0,377
"213648",7972255,"service",NA,"yes","no","yes","yes",0,403
"213649",7972256,"service",NA,"yes","yes","yes","yes",0,436
"213650",7972257,"service",NA,"yes","yes","yes","yes",0,483
"213651",7972258,"service",NA,"yes","no","yes","yes",0,403
"213756",7973769,"secondary",NA,"no","no","yes","no",0,272
"213798",7974017,"service",NA,"yes","no","yes","yes",0,188
"213799",7974019,"service",NA,"yes","yes","yes","yes",0,506
"213800",7974020,"service",NA,"yes","yes","yes","no",0,436
"213801",7974021,"service",NA,"yes","no","yes","yes",0,188
"213802",7974022,"service",NA,"yes","yes","yes","no",0,436
"213868",7974986,"residential",NA,"yes","yes","yes","no",3179113,186
"213869",7974988,"residential",NA,"yes","yes","yes","no",0,377
"213870",7974990,"residential",NA,"yes","yes","yes","no",3179113,186
"213871",7974991,"residential",NA,"yes","yes","yes","no",0,377
"213872",7974992,"residential",NA,"yes","yes","yes","no",3179113,186
"213873",7974993,"residential",NA,"yes","yes","yes","no",0,377
"213874",7974994,"residential",NA,"yes","yes","yes","no",0,377
"213875",7974995,"residential",NA,"yes","yes","yes","no",0,377
"213876",7974996,"residential",NA,"yes","yes","yes","no",0,377
"213877",7974997,"trunk",NA,"no","no","yes","yes",0,459
"213878",7974998,"trunk",NA,"no","no","yes","no",0,338
"213879",7974999,"residential",NA,"yes","yes","yes","no",0,377
"213895",7975049,"residential",NA,"yes","yes","yes","no",0,377
"213896",7975050,"residential",NA,"yes","yes","yes","no",0,377
"213897",7975051,"residential",NA,"yes","yes","yes","no",0,377
"213925",7975184,"residential",NA,"yes","yes","yes","no",0,377
"213926",7975185,"residential",NA,"yes","yes","yes","no",0,377
"213927",7975186,"residential",NA,"yes","yes","yes","no",0,377
"213928",7975187,"residential",NA,"yes","yes","yes","no",0,377
"213929",7975188,"residential",NA,"yes","yes","yes","no",0,377
"215154",7982838,"residential",NA,"yes","yes","yes","no",0,377
"215155",7982839,"residential",NA,"yes","yes","yes","no",0,377
"215190",7983594,"unclassified",NA,"yes","yes","yes","no",0,337
"215191",7983599,"tertiary",NA,"yes","yes","yes","no",0,144
"215192",7983600,"tertiary",NA,"yes","yes","yes","no",0,144
"215195",7983639,"unclassified",NA,"yes","yes","yes","no",0,337
"215196",7983640,"residential",NA,"yes","yes","yes","no",0,377
"215197",7983641,"unclassified",NA,"yes","yes","yes","no",0,337
"215611",7987567,"footway",NA,"no","designated","dismount","no",0,185
"215612",7987570,"tertiary",NA,"yes","yes","yes","yes",0,144
"216099",7989988,"service",NA,"yes","yes","yes","no",0,436
"216100",7989989,"unclassified",NA,"yes","yes","yes","no",0,337
"216158",7990223,"residential",NA,"yes","yes","yes","no",0,377
"216159",7990225,"residential",NA,"yes","yes","yes","no",0,377
"216160",7990227,"residential",NA,"yes","yes","yes","no",0,377
"216161",7990229,"tertiary",NA,"yes","yes","yes","yes",0,144
"216162",7990231,"residential",NA,"yes","yes","yes","no",0,377
"216163",7990233,"residential",NA,"yes","yes","yes","no",0,377
"216164",7990237,"tertiary",NA,"yes","yes","yes","no",0,144
"216243",7990634,"residential",NA,"yes","yes","yes","no",0,377
"216244",7990635,"primary",NA,"no","no","yes","yes",0,569
"216245",7990636,"primary_link",NA,"no","no","yes","yes",0,569
"216246",7990637,"tertiary",NA,"yes","yes","yes","no",0,144
"216247",7990638,"tertiary",NA,"yes","yes","yes","yes",0,144
"216248",7990639,"tertiary",NA,"yes","yes","yes","no",0,144
"216249",7990640,"residential",NA,"yes","yes","yes","no",0,377
"216250",7990641,"residential",NA,"yes","yes","yes","no",0,377
"216251",7990642,"residential",NA,"yes","yes","yes","no",0,377
"216252",7990643,"residential",NA,"yes","yes","yes","no",0,377
"216253",7990646,"residential",NA,"yes","yes","yes","no",0,377
"216254",7990647,"residential",NA,"yes","yes","yes","no",0,377
"216294",7990953,"unclassified",NA,"yes","yes","yes","no",0,337
"216295",7990954,"unclassified",NA,"yes","yes","yes","no",0,337
"216296",7990955,"unclassified",NA,"yes","yes","yes","no",0,337
"216297",7990956,"unclassified",NA,"yes","yes","yes","no",0,337
"216298",7990957,"unclassified",NA,"yes","yes","yes","no",0,337
"216299",7990958,"residential",NA,"yes","yes","yes","no",0,377
"216357",7991369,"primary",NA,"no","no","yes","no",0,569
"216358",7991370,"primary",NA,"no","no","yes","yes",0,396
"216381",7991418,"footway",NA,"no","designated","dismount","no",0,185
"217328",7996301,"tertiary",NA,"yes","yes","yes","no",3723504,317
"217329",7996302,"residential",NA,"yes","yes","yes","no",0,377
"217334",7996321,"unclassified",NA,"yes","yes","yes","no",0,337
"217335",7996323,"tertiary",NA,"yes","yes","yes","no",3723504,317
"217359",7996721,"trunk_link",NA,"no","no","yes","yes",0,338
"217360",7996722,"trunk_link",NA,"no","no","yes","yes",0,396
"217600",7997363,"primary_link",NA,"no","no","yes","yes",0,396
"217602",7997373,"trunk",NA,"no","no","yes","yes",0,338
"217603",7997374,"trunk",NA,"no","no","yes","yes",0,338
"217604",7997375,"primary",NA,"no","no","yes","yes",0,569
"217611",7997405,"unclassified",NA,"yes","yes","yes","no",357215,186
"218030",7999626,"tertiary",NA,"yes","yes","yes","yes",0,144
"218505",8002579,"tertiary",NA,"yes","yes","yes","no",0,144
"218506",8002580,"tertiary",NA,"yes","yes","yes","no",0,144
"218507",8002581,"tertiary",NA,"yes","yes","yes","no",0,144
"220640",8025081,"unclassified",NA,"yes","yes","yes","yes",0,337
"220641",8025082,"secondary",NA,"no","no","yes","no",0,272
"220642",8025083,"residential",NA,"yes","yes","yes","no",0,377
"220643",8025084,"residential",NA,"yes","yes","yes","no",0,377
"220644",8025085,"primary",NA,"no","no","yes","no",0,569
"220645",8025086,"primary",NA,"no","no","yes","no",0,569
"220646",8025087,"primary",NA,"no","no","yes","no",0,569
"220647",8025088,"tertiary",NA,"yes","yes","yes","no",0,144
"220648",8025089,"tertiary",NA,"yes","yes","yes","no",0,144
"220649",8025090,"residential",NA,"yes","yes","yes","no",0,377
"220650",8025091,"residential",NA,"yes","yes","yes","no",0,377
"220776",8026083,"residential",NA,"yes","yes","yes","no",0,377
"221108",8027158,"trunk",NA,"no","no","yes","yes",0,396
"222085",8033101,"secondary",NA,"no","no","yes","no",0,272
"222086",8033102,"secondary",NA,"no","no","yes","no",0,272
"222087",8033103,"residential",NA,"yes","yes","yes","no",0,377
"222088",8033104,"unclassified",NA,"yes","yes","yes","no",0,337
"222089",8033105,"residential",NA,"yes","yes","yes","no",0,377
"222090",8033106,"residential",NA,"yes","yes","yes","no",0,377
"222091",8033107,"residential",NA,"yes","yes","yes","no",0,377
"222092",8033108,"residential",NA,"yes","yes","yes","no",0,377
"222093",8033109,"residential",NA,"yes","yes","yes","no",0,377
"222094",8033110,"residential",NA,"yes","yes","yes","no",0,377
"222095",8033112,"tertiary",NA,"yes","yes","yes","no",0,144
"222096",8033113,"tertiary",NA,"yes","yes","yes","no",0,144
"222097",8033114,"residential",NA,"yes","yes","yes","no",0,377
"222098",8033115,"tertiary",NA,"yes","yes","yes","no",0,591
"222099",8033116,"tertiary",NA,"yes","yes","yes","no",0,591
"222100",8033117,"tertiary",NA,"yes","yes","yes","no",0,144
"222101",8033119,"tertiary",NA,"yes","yes","yes","no",0,144
"222102",8033121,"tertiary",NA,"yes","yes","yes","no",0,144
"222103",8033122,"residential",NA,"yes","yes","yes","yes",0,377
"222194",8033350,"tertiary",NA,"yes","yes","yes","no",0,144
"222195",8033351,"tertiary",NA,"yes","yes","yes","no",0,144
"224136",8048507,"tertiary",NA,"yes","yes","yes","no",3177601,317
"224158",8048571,"service",NA,"yes","yes","yes","no",0,436
"224250",8048888,"residential",NA,"yes","yes","yes","no",0,377
"224251",8048896,"unclassified",NA,"yes","yes","yes","no",0,337
"224500",8050489,"residential",NA,"yes","yes","yes","no",0,377
"224549",8051262,"residential",NA,"yes","yes","yes","no",0,377
"225727",8065749,"tertiary",NA,"yes","yes","yes","yes",0,144
"225728",8065750,"tertiary",NA,"yes","yes","yes","yes",0,144
"225729",8065751,"tertiary",NA,"yes","yes","yes","no",0,591
"225730",8065752,"primary",NA,"no","no","yes","no",0,569
"225731",8065753,"residential",NA,"yes","yes","yes","no",0,377
"225738",8065783,"tertiary",NA,"yes","yes","yes","no",0,612
"225739",8065784,"residential",NA,"yes","yes","yes","no",0,377
"225740",8065786,"residential",NA,"yes","yes","yes","no",0,377
"225756",8065814,"secondary",NA,"no","no","yes","no",0,272
"226022",8067692,"unclassified",NA,"yes","yes","yes","no",357215,87
"226023",8067694,"unclassified",NA,"yes","yes","yes","no",357215,186
"226026",8067702,"tertiary",NA,"yes","yes","yes","yes",0,144
"226027",8067703,"service",NA,"yes","yes","yes","yes",0,436
"226260",8072964,"primary",NA,"no","no","yes","no",0,569
"226261",8072965,"primary",NA,"no","no","yes","no",0,569
"226288",8073209,"footway",NA,"no","designated","dismount","no",0,185
"226289",8073211,"primary",NA,"no","no","yes","no",0,569
"226290",8073212,"primary",NA,"no","no","yes","yes",0,569
"226291",8073213,"unclassified",NA,"yes","yes","yes","no",0,337
"226292",8073215,"unclassified",NA,"yes","yes","yes","no",0,22
"226293",8073216,"unclassified",NA,"yes","yes","yes","no",0,337
"226294",8073218,"service",NA,"yes","yes","yes","no",0,436
"226296",8073220,"service",NA,"yes","yes","yes","no",0,377
"226297",8073221,"footway",NA,"no","designated","dismount","no",0,185
"226298",8073223,"residential",NA,"yes","yes","yes","no",0,2
"226299",8073224,"track",NA,"yes","yes","yes","no",0,227
"226300",8073228,"track",NA,"yes","yes","yes","no",0,227
"226301",8073230,"residential",NA,"yes","yes","yes","no",0,377
"226302",8073233,"residential",NA,"yes","yes","yes","no",0,377
"226303",8073234,"residential",NA,"yes","yes","yes","no",0,377
"226304",8073235,"residential",NA,"yes","yes","yes","no",0,377
"226875",8082156,"service",NA,"","yes","yes","no",357215,186
"227417",8092205,"tertiary",NA,"yes","yes","yes","no",0,144
"227418",8092206,"residential",NA,"yes","yes","yes","no",0,377
"227423",8092687,"residential",NA,"yes","yes","yes","no",0,377
"227424",8092688,"residential",NA,"yes","yes","yes","no",0,249
"227425",8092689,"unclassified",NA,"yes","yes","yes","no",0,337
"227426",8092690,"unclassified",NA,"yes","yes","yes","no",0,337
"227427",8092691,"unclassified",NA,"yes","yes","yes","no",0,337
"227428",8093030,"unclassified",NA,"yes","yes","yes","no",0,337
"227429",8093031,"unclassified",NA,"yes","yes","yes","no",0,337
"227431",8093254,"primary","lane","no","no","yes","no",3177124,275
"227432",8093255,"primary","lane","no","no","yes","yes",3177124,275
"227581",8094853,"residential",NA,"yes","yes","yes","no",0,377
"227582",8094855,"unclassified",NA,"yes","yes","yes","no",0,337
"227583",8094857,"residential",NA,"yes","yes","yes","no",0,377
"227584",8094858,"residential",NA,"yes","yes","yes","no",0,377
"227585",8094862,"tertiary",NA,"yes","yes","yes","no",0,144
"227586",8094865,"footway",NA,"no","designated","dismount","no",0,185
"227587",8094868,"pedestrian",NA,"no","yes","dismount","no",0,502
"227588",8094872,"tertiary",NA,"yes","yes","yes","yes",0,144
"227589",8094873,"trunk",NA,"no","no","yes","yes",0,338
"227590",8094875,"tertiary",NA,"yes","yes","yes","no",0,67
"227591",8094876,"residential",NA,"yes","yes","yes","no",0,377
"227592",8094877,"footway",NA,"no","designated","dismount","no",0,185
"227593",8094878,"residential",NA,"yes","yes","yes","no",0,377
"227594",8094881,"tertiary",NA,"yes","yes","yes","no",0,591
"227595",8094886,"residential",NA,"yes","yes","yes","no",0,377
"227596",8094887,"service",NA,"yes","yes","yes","no",0,436
"227597",8094888,"unclassified",NA,"yes","yes","yes","no",0,337
"227598",8094890,"residential",NA,"yes","yes","yes","no",0,377
"227599",8094891,"residential",NA,"yes","yes","yes","no",0,377
"227600",8094892,"unclassified",NA,"yes","yes","yes","yes",0,337
"227601",8094893,"pedestrian",NA,"no","yes","dismount","no",0,502
"227602",8094894,"unclassified",NA,"yes","yes","yes","no",0,337
"227603",8094897,"unclassified",NA,"yes","yes","yes","no",0,337
"227604",8094898,"tertiary",NA,"yes","yes","yes","yes",0,144
"227605",8094899,"tertiary",NA,"yes","yes","yes","no",0,144
"227606",8094901,"motorway_link",NA,"no","no","yes","yes",0,480
"227607",8094902,"unclassified",NA,"yes","yes","yes","no",0,337
"227608",8094904,"footway",NA,"no","designated","dismount","no",0,185
"227609",8094905,"residential",NA,"yes","yes","yes","no",0,377
"227610",8094906,"primary",NA,"no","no","yes","yes",0,396
"227611",8094908,"residential",NA,"yes","yes","yes","no",0,377
"227612",8094909,"tertiary",NA,"yes","yes","yes","no",0,144
"227613",8094912,"footway",NA,"no","designated","dismount","no",0,185
"227615",8094917,"pedestrian",NA,"no","yes","dismount","no",0,502
"227616",8094918,"residential",NA,"yes","yes","yes","no",0,2
"227617",8094922,"pedestrian",NA,"no","yes","dismount","no",0,502
"227618",8094929,"residential",NA,"yes","yes","yes","no",0,377
"227621",8095155,"unclassified",NA,"yes","yes","yes","no",0,337
"227622",8095156,"unclassified",NA,"yes","yes","yes","no",0,337
"228229",8102646,"trunk_link",NA,"no","no","yes","yes",0,338
"228239",8102805,"primary",NA,"no","no","yes","yes",0,396
"228240",8102807,"primary",NA,"no","no","yes","yes",0,396
"228241",8102808,"primary",NA,"no","no","yes","yes",0,396
"228242",8102820,"primary",NA,"no","no","yes","yes",0,396
"228523",8107507,"residential",NA,"yes","yes","yes","no",0,377
"228524",8107508,"residential",NA,"yes","yes","yes","no",3179113,186
"232086",8125698,"residential",NA,"yes","yes","yes","no",0,377
"234391",8131732,"residential",NA,"yes","yes","yes","no",0,377
"234392",8131733,"residential",NA,"yes","yes","yes","no",0,377
"234528",8132343,"residential",NA,"yes","yes","yes","no",0,377
"234841",8133838,"service",NA,"yes","yes","yes","no",0,436
"234842",8133840,"footway",NA,"no","yes","yes","no",357215,546
"239178",8164413,"unclassified",NA,"yes","yes","yes","no",0,337
"239192",8165694,"primary",NA,"no","no","yes","no",0,396
"239193",8165695,"primary",NA,"no","no","yes","no",0,569
"239290",8166885,"residential",NA,"yes","yes","yes","no",0,377
"239306",8167048,"trunk",NA,"no","no","yes","yes",0,338
"239307",8167049,"trunk",NA,"no","no","yes","yes",0,338
"239308",8167050,"trunk",NA,"no","no","yes","no",0,338
"239309",8167051,"residential",NA,"yes","yes","yes","yes",0,377
"239310",8167052,"tertiary",NA,"yes","yes","yes","yes",0,144
"240557",8253284,"unclassified",NA,"yes","yes","yes","no",0,337
"240609",8258694,"residential",NA,"yes","yes","yes","no",0,377
"240610",8258695,"residential",NA,"yes","yes","yes","no",0,377
"240611",8258703,"tertiary",NA,"yes","yes","yes","no",0,144
"253989",9703339,"primary",NA,"no","no","yes","yes",0,569
"253990",9703340,"primary",NA,"no","no","yes","yes",0,569
"253991",9703341,"primary",NA,"no","no","yes","yes",0,569
"253992",9703342,"primary",NA,"no","no","yes","yes",0,569
"258864",10069205,"primary",NA,"no","no","yes","yes",0,145
"258867",10069244,"primary",NA,"no","no","yes","yes",0,569
"260016",10204515,"residential",NA,"yes","yes","yes","no",0,377
"260017",10204516,"service",NA,"yes","yes","yes","no",0,293
"260018",10204517,"residential",NA,"yes","yes","yes","no",0,377
"260019",10204518,"residential",NA,"yes","yes","yes","no",0,377
"260020",10204519,"residential",NA,"yes","yes","yes","no",0,377
"260021",10204524,"cycleway","track","yes","yes","yes","no",3179002,85
"260022",10204527,"residential",NA,"yes","yes","yes","no",3179002,186
"260023",10204528,"footway",NA,"no","designated","dismount","no",0,185
"260033",10209625,"unclassified",NA,"yes","yes","yes","no",0,337
"260034",10209626,"service",NA,"yes","yes","yes","no",0,436
"260035",10209628,"unclassified",NA,"yes","yes","yes","no",0,337
"260036",10209630,"unclassified",NA,"yes","yes","yes","no",0,337
"260037",10209631,"unclassified",NA,"yes","yes","yes","no",0,337
"260038",10209632,"unclassified",NA,"yes","yes","yes","no",0,337
"260039",10209633,"unclassified",NA,"yes","yes","yes","no",0,337
"260040",10209634,"unclassified",NA,"yes","yes","yes","no",0,337
"260041",10209635,"unclassified",NA,"yes","yes","yes","no",0,337
"260042",10209636,"unclassified",NA,"yes","yes","yes","no",0,337
"260043",10209637,"unclassified",NA,"yes","yes","yes","no",0,337
"260044",10209638,"unclassified",NA,"yes","yes","yes","no",0,337
"260045",10209639,"cycleway","track","yes","yes","yes","no",0,186
"260046",10209640,"footway",NA,"no","yes","dismount","no",0,185
"260047",10209641,"footway",NA,"no","yes","dismount","no",0,185
"260054",10210074,"service",NA,"yes","yes","yes","no",0,436
"260055",10210075,"residential",NA,"yes","yes","yes","yes",0,377
"260056",10210076,"footway",NA,"no","yes","dismount","no",0,185
"260057",10210077,"footway",NA,"no","yes","dismount","no",0,185
"260059",10211199,"footway",NA,"no","yes","dismount","no",0,185
"260060",10211201,"footway",NA,"no","yes","dismount","no",0,185
"263033",10416898,"motorway_link",NA,"no","no","yes","yes",0,480
"272676",11354219,"footway",NA,"no","designated","dismount","no",0,185
"272677",11354220,"footway",NA,"no","designated","dismount","no",0,185
"272678",11354221,"cycleway","track","yes","designated","designated","no",0,546
"277926",12187872,"footway",NA,"no","designated","dismount","no",0,185
"277930",12190002,"residential",NA,"yes","yes","yes","no",0,377
"277931",12190003,"residential",NA,"yes","yes","yes","no",0,377
"278369",12308525,"track",NA,"yes","yes","yes","no",0,227
"278370",12308526,"steps",NA,"no","yes","dismount","no",0,570
"278371",12308527,"footway",NA,"no","yes","dismount","no",0,185
"278372",12308531,"footway",NA,"no","yes","dismount","no",0,185
"278373",12308532,"steps",NA,"no","yes","dismount","no",0,570
"278374",12308535,"track",NA,"yes","yes","yes","no",0,227
"278375",12308537,"steps",NA,"no","yes","dismount","no",0,570
"278376",12308538,"footway",NA,"no","designated","dismount","no",0,185
"278377",12308539,"steps",NA,"no","yes","dismount","no",0,570
"278378",12308541,"footway",NA,"no","designated","dismount","no",0,185
"278379",12308542,"steps",NA,"no","yes","dismount","no",0,570
"278380",12308543,"footway",NA,"no","designated","dismount","no",0,185
"278381",12308545,"track",NA,"yes","yes","yes","no",0,227
"278382",12308546,"unclassified",NA,"yes","yes","yes","no",0,337
"278383",12308548,"track",NA,"yes","yes","yes","no",0,227
"278384",12308549,"footway",NA,"no","designated","dismount","no",0,185
"278499",12326358,"steps",NA,"no","yes","dismount","no",0,570
"278500",12326362,"pedestrian",NA,"no","yes","dismount","no",0,502
"278501",12326364,"steps",NA,"no","yes","dismount","no",0,570
"278502",12326366,"footway",NA,"no","designated","dismount","no",0,185
"279281",12486842,"pedestrian",NA,"no","yes","dismount","no",0,502
"279282",12486843,"steps",NA,"no","yes","dismount","no",0,570
"279283",12486844,"footway",NA,"no","designated","dismount","no",0,185
"279284",12486845,"steps",NA,"no","yes","dismount","no",0,570
"279285",12486847,"residential",NA,"yes","yes","yes","no",0,377
"279286",12486848,"residential",NA,"yes","yes","yes","no",0,377
"279287",12486851,"footway",NA,"no","designated","dismount","no",0,185
"279288",12486853,"residential",NA,"yes","yes","yes","no",0,377
"279289",12486854,"unclassified",NA,"yes","yes","yes","no",0,337
"279290",12488949,"footway",NA,"no","designated","dismount","no",0,185
"279291",12488950,"footway",NA,"no","designated","dismount","no",0,185
"279292",12488952,"steps",NA,"no","yes","dismount","no",0,570
"279293",12488954,"track",NA,"yes","yes","yes","no",0,227
"279294",12488955,"footway",NA,"no","designated","dismount","no",0,185
"279295",12488956,"footway",NA,"no","designated","dismount","no",0,185
"279296",12488959,"residential",NA,"yes","yes","yes","no",0,377
"279297",12488960,"residential",NA,"yes","yes","yes","no",3179002,186
"279298",12488961,"track",NA,"yes","yes","yes","no",0,227
"279829",12668171,"unclassified",NA,"yes","yes","yes","no",0,337
"279830",12668173,"steps",NA,"no","yes","dismount","no",0,570
"279831",12668174,"footway",NA,"no","designated","dismount","no",0,185
"279832",12668175,"footway",NA,"no","designated","dismount","no",0,185
"279833",12668177,"residential",NA,"yes","yes","yes","no",0,377
"279834",12668180,"residential",NA,"yes","yes","yes","no",0,377
"279835",12668181,"residential",NA,"yes","yes","yes","no",0,377
"279836",12668187,"footway",NA,"no","designated","dismount","no",0,185
"279837",12668188,"footway",NA,"no","designated","dismount","no",0,185
"279838",12668190,"footway",NA,"no","designated","dismount","no",0,185
"279839",12668191,"residential",NA,"yes","yes","yes","no",0,377
"279840",12668194,"service",NA,"yes","yes","yes","no",0,436
"279841",12668195,"residential",NA,"yes","yes","yes","no",0,377
"279842",12668196,"service",NA,"yes","yes","yes","no",0,436
"279843",12668198,"residential",NA,"yes","yes","yes","no",0,377
"279844",12668199,"service",NA,"yes","yes","yes","no",0,436
"279845",12668200,"steps",NA,"no","yes","dismount","no",0,570
"279846",12668201,"footway",NA,"no","designated","dismount","no",0,185
"279875",12687689,"footway",NA,"no","designated","dismount","no",0,185
"279876",12687691,"steps",NA,"no","yes","dismount","no",0,570
"279877",12687692,"footway",NA,"no","designated","dismount","no",0,185
"279878",12687694,"footway",NA,"no","designated","dismount","no",0,185
"279879",12687695,"steps",NA,"no","yes","dismount","no",0,570
"279880",12687696,"footway",NA,"no","designated","dismount","no",0,185
"279881",12687697,"footway",NA,"no","designated","dismount","no",0,185
"279882",12687699,"footway",NA,"no","designated","dismount","no",0,185
"279883",12687702,"footway",NA,"no","designated","dismount","no",0,185
"279884",12687705,"footway",NA,"no","designated","dismount","no",0,185
"279885",12687706,"steps",NA,"no","yes","dismount","no",0,570
"279886",12687707,"footway",NA,"no","designated","dismount","no",0,185
"279887",12687708,"steps",NA,"no","yes","dismount","no",0,570
"279888",12687710,"footway",NA,"no","designated","dismount","no",0,185
"279889",12687711,"steps",NA,"no","yes","dismount","no",0,570
"279890",12687713,"steps",NA,"no","yes","dismount","no",0,570
"279891",12687714,"footway",NA,"no","designated","dismount","no",0,185
"279892",12687716,"footway",NA,"no","designated","dismount","no",0,185
"279893",12687717,"footway",NA,"no","designated","dismount","no",0,185
"279894",12687718,"steps",NA,"no","yes","dismount","no",0,570
"279895",12687719,"footway",NA,"no","designated","dismount","no",0,185
"279903",12690012,"footway",NA,"no","designated","dismount","no",0,185
"279904",12690013,"steps",NA,"no","yes","dismount","no",0,570
"280835",12918267,"pedestrian",NA,"no","yes","dismount","no",0,502
"280836",12918268,"footway",NA,"no","designated","dismount","no",0,185
"280837",12918269,"footway",NA,"no","designated","dismount","no",0,185
"281676",13093170,"residential",NA,"yes","yes","yes","no",0,377
"281960",13266567,"residential",NA,"yes","yes","yes","no",0,377
"281961",13266568,"service",NA,"yes","yes","yes","no",0,436
"281962",13266570,"footway",NA,"no","designated","dismount","no",0,185
"281963",13266572,"residential",NA,"yes","yes","yes","no",0,377
"281964",13266574,"residential",NA,"yes","yes","yes","no",0,377
"281965",13266575,"service",NA,"yes","yes","yes","no",0,436
"281966",13266576,"residential",NA,"yes","yes","yes","no",0,377
"281967",13266577,"residential",NA,"yes","yes","yes","no",0,377
"281968",13266578,"residential",NA,"yes","yes","yes","no",0,377
"281969",13266579,"service",NA,"yes","yes","yes","no",0,436
"281973",13267752,"residential",NA,"yes","yes","yes","no",0,377
"281974",13267754,"footway",NA,"no","designated","dismount","no",0,185
"281975",13267755,"service",NA,"yes","yes","yes","no",0,436
"281976",13267756,"residential",NA,"yes","yes","yes","no",0,377
"281977",13267757,"footway",NA,"no","designated","dismount","no",0,185
