"","id","originalTags","name","network","cnRef","sumLengthsKm","rating"
"1",2649,"network=lcn	ref=4	route=bicycle	type=route","Local cycle network 4","lcn","4","1","suggested"
"2",2650,"network=lcn	ref=4A	route=bicycle	type=route","Local cycle network 4A","lcn","4A","3","suggested"
"3",2695,"network=lcn	ref=29	route=bicycle	type=route","Local cycle network 29","lcn","29","7","suggested"
"4",2696,"name=London Cycle Network Route 3	network=lcn	ref=3	route=bicycle	type=route","London Cycle Network Route 3","lcn","3","19","suggested"
"5",2706,"name=London Cycle Network Route 2	network=lcn	ref=2	route=bicycle	type=route","London Cycle Network Route 2","lcn","2","14","suggested"
"6",2707,"type=route	name=London Cycle Network Route 23	network=lcn	ref=23	route=bicycle","London Cycle Network Route 23","lcn","23","27","suggested"
"7",2716,"name=London Cycle Network 5	network=lcn	ref=5	route=bicycle	type=route","London Cycle Network 5","lcn","5","27","suggested"
"8",2722,"name=London Cycle Network Route 25	network=lcn	ref=25	route=bicycle	type=route","London Cycle Network Route 25","lcn","25","10","suggested"
"9",2742,"name=Round the Island Route	network=rcn	ref=67	route=bicycle	type=route","Round the Island Route","rcn","67","12","touring"
"10",2851,"network=rcn	ref=41	route=bicycle	type=route	wikipedia=en:Regional Cycle Route 41","Regional cycle network 41","rcn","41","78","touring"
"11",3131,"mtb:type=crosscountry	name=Mach 2	route=mtb	type=route","Mach 2",NA,NA,"0","neutral"
"12",3132,"mtb:type=crosscountry	name=Mach 3	route=mtb	type=route","Mach 3",NA,NA,"0","neutral"
"13",4067,"route=bicycle	type=route	name=London Cycle Network Route 22	network=lcn	ref=22","London Cycle Network Route 22","lcn","22","32","suggested"
"14",4589,"name=LCN route Sutton - C. Beeches - Wallington - S. Croydon	network=lcn	route=bicycle	type=route","LCN route Sutton - C. Beeches - Wallington - S. Croydon","lcn",NA,"7","suggested"
"15",5070,"network=lcn	ref=28	route=bicycle	type=route","Local cycle network 28","lcn","28","3","suggested"
"16",5292,"description=considered a poor cycle route by some cyclists, and a stand in for completion of NCN 2 to Littlehampton and beyond to Chichester	lcn_ref=S.C.C.R.	name=South Coast Cycle Route	network=lcn	note=may be part of ncn 2, might be ncn 202	route=bicycle	type=route	url=http://www.westsussex.gov.uk/yourcouncil/ppri/cycling_strategy.pdf","South Coast Cycle Route","lcn",NA,"62","suggested"
"17",5662,"name=LCN route Ewell - Belmont - Roundshaw - South Croydon	network=lcn	route=bicycle	type=route","LCN route Ewell - Belmont - Roundshaw - South Croydon","lcn",NA,"9","suggested"
"18",5809,"created_by=JOSM	type=route	name=Worthing to Goring Cycle Route	route=bicycle","Worthing to Goring Cycle Route",NA,NA,"0","neutral"
"19",5879,"network=rcn	ref=42	route=bicycle	type=route","Regional cycle network 42","rcn","42","33","touring"
"20",5881,"ref=89	route=mtb	type=route	designation=National Trail	mtb:type=crosscountry	name=South Downs Way	network=rcn	note=this is the bicycle route, and differs from the walker's route and even horse route in a few places","South Downs Way","rcn","89","155","touring"
"21",7235,"network=lcn	ref=75	route=bicycle	type=route","Local cycle network 75","lcn","75","35","suggested"
"22",8459,"network=lcn	ref=6	route=bicycle	type=route","Local cycle network 6","lcn","6","13","suggested"
"23",8809,"name=NCN Regional Route 16 (Kent)	network=rcn	operator=Sustrans	ref=16	route=bicycle	type=route","NCN Regional Route 16 (Kent)","rcn","16","31","touring"
"24",8811,"name=NCN Regional Route 17 (Kent)	network=rcn	operator=Sustrans	ref=17	route=bicycle	type=route","NCN Regional Route 17 (Kent)","rcn","17","40","touring"
"25",8817,"name=Crab & Winkle Way	route=bicycle	type=route","Crab & Winkle Way",NA,NA,"0","neutral"
"26",8824,"name=NCN Regional Route 15 (Kent)	network=rcn	ref=15	route=bicycle	type=route","NCN Regional Route 15 (Kent)","rcn","15","87","touring"
"27",9327,"network=rcn	operator=National Byway	ref=NB	route=bicycle	type=route	name=National Byway (Yorkshire)","National Byway (Yorkshire)","rcn","NB","287","touring"
"28",9333,"abutters=leisure	name=National Byway (Oakham Loop)	network=rcn	operator=National Byway	ref=NB	route=bicycle	type=route","National Byway (Oakham Loop)","rcn","NB","19","touring"
"29",9341,"alt_ref=73	network=ncn	ref=573	route=bicycle	type=route","National cycle network 573","ncn","573","31","continuous"
"30",9375,"name=Four Castles Cycle Route	network=lcn	route=bicycle	type=route","Four Castles Cycle Route","lcn",NA,"50","suggested"
"31",9487,"name=NCN National Route 65	network=ncn	operator=Sustrans	ref=65	route=bicycle	type=route","NCN National Route 65","ncn","65","213","continuous"
"32",9579,"source=survey	type=route	name=NCN National Route 1	network=ncn	operator=Sustrans	ref=1	route=bicycle","NCN National Route 1","ncn","1","15","continuous"
"33",9936,"name=NCN National Route 60	network=ncn	ref=60	route=bicycle	type=route","NCN National Route 60","ncn","60","21","continuous"
"34",10121,"name=Surrey Cycleway	network=rcn	note=retrieved from v150	route=bicycle	type=route","Surrey Cycleway","rcn",NA,"254","touring"
"35",10898,"network=lcn	ref=74	route=bicycle	type=route","Local cycle network 74","lcn","74","3","suggested"
"36",10902,"created_by=Potlatch 0.10e	network=lcn	ref=75	route=bicycle	type=route","Local cycle network 75","lcn","75","0","suggested"
"37",10903,"network=lcn	ref=31	route=bicycle	type=route","Local cycle network 31","lcn","31","0","suggested"
"38",10907,"network=lcn	ref=33	route=bicycle	type=route","Local cycle network 33","lcn","33","2","suggested"
"39",10963,"route=bicycle	type=route	network=lcn	ref=45","Local cycle network 45","lcn","45","19","suggested"
"40",11017,"name=NCN National Route 7	network=ncn	ref=7	route=bicycle	type=route","NCN National Route 7","ncn","7","915","continuous"
"41",11025,"name=NCN National Route 75	network=ncn	ref=75	route=bicycle	type=route	wikipedia:en=http://en.wikipedia.org/wiki/National_Cycle_Route_75","NCN National Route 75","ncn","75","184","continuous"
"42",11113,"name=Walney to Wear	network=ncn	ref=70	route=bicycle	type=route","Walney to Wear","ncn","70","255","continuous"
"43",11237,"name=Pennine Cycleway	network=ncn	operator=Sustrans	ref=68	route=bicycle	type=route","Pennine Cycleway","ncn","68","518","continuous"
"44",11361,"name=National Cycle Network Route 73	ncn_ref=73	network=ncn	ref=73	route=bicycle	type=route","National Cycle Network Route 73","ncn","73","45","continuous"
"45",12173,"ref=6	route=bicycle	type=route	name=London Cycle Network 6	network=lcn","London Cycle Network 6","lcn","6","9","suggested"
"46",12176,"name=London Cycle Network 0 - Stations Circular	network=lcn	ref=0	route=bicycle	type=route","London Cycle Network 0 - Stations Circular","lcn","0","12","suggested"
"47",12177,"name=London Cycle Network 50	network=lcn	ref=50	route=bicycle	type=route","London Cycle Network 50","lcn","50","11","suggested"
"48",12179,"name=National Cycle Network National Route 20	network=ncn	note=Ref is 20 - I'm one of the Sustrans rangers for this route! Most signs are crap, resigning schedule is dec08/jan09. Retrieved from v166	ref=20	route=bicycle	type=route","National Cycle Network National Route 20","ncn","20","32","continuous"
"49",12180,"network=lcn	ref=37	route=bicycle	type=route","Local cycle network 37","lcn","37","18","suggested"
"50",12461,"name=NCN National Route 6	network=ncn	ref=6	route=bicycle	type=route","NCN National Route 6","ncn","6","659","continuous"
"51",12763,"route=bicycle	type=route	name=NCN 62	network=ncn	ref=62","NCN 62","ncn","62","257","continuous"
"52",13307,"name=London Cycle Network Route 7	network=lcn	ref=7	route=bicycle	type=route","London Cycle Network Route 7","lcn","7","15","suggested"
"53",14644,"created_by=JOSM	name=London Cycle Network Route 23 (Spur)	network=lcn	ref=(23)	route=bicycle	type=route","London Cycle Network Route 23 (Spur)","lcn","(23)","0","suggested"
"54",14670,"network=lcn	ref=88	route=bicycle	type=route","Local cycle network 88","lcn","88","3","suggested"
"55",14671,"network=lcn	ref=79	route=bicycle	type=route","Local cycle network 79","lcn","79","2","suggested"
"56",14675,"network=lcn	ref=55	route=bicycle	type=route","Local cycle network 55","lcn","55","2","suggested"
"57",14676,"network=lcn	ref=8	route=bicycle	type=route","Local cycle network 8","lcn","8","5","suggested"
"58",14677,"type=route	network=lcn	ref=53	route=bicycle","Local cycle network 53","lcn","53","12","suggested"
"59",14870,"network=lcn	ref=18	route=bicycle	type=route","Local cycle network 18","lcn","18","7","suggested"
"60",14907,"network=lcn	note=unnumbered, unnamed but signposted cycle friendly route	ref=7	route=bicycle	type=route","Local cycle network 7","lcn","7","1","suggested"
"61",15020,"name=NCN National Route 51	network=ncn	operator=Sustrans	ref=51	route=bicycle	type=route","NCN National Route 51","ncn","51","328","continuous"
"62",15045,"name=Ashurst	network=lcn	route=bicycle	type=route","Ashurst","lcn",NA,"0","suggested"
"63",15046,"name=Southampton	network=lcn	note=Used for on-road signed but unnumbered cycle routes (coloured blue on the Cycle Map)	route=bicycle	type=route","Southampton","lcn",NA,"10","suggested"
"64",15457,"network=lcn	ref=26	route=bicycle	type=route","Local cycle network 26","lcn","26","3","suggested"
"65",16103,"type=route	network=lcn	ref=2	route=bicycle","Local cycle network 2","lcn","2","5","suggested"
"66",16288,"network=lcn	route=bicycle	type=route","Local cycle network","lcn",NA,"3","suggested"
"67",16377,"distance=60	network=ncn	note=passable on most tyres/bikes	ref=222	route=bicycle	type=route	url=http://en.wikipedia.org/wiki/Downs_Link","National cycle network 222","ncn","222","51","continuous"
"68",16513,"url=http://www.sustrans.org.uk/ncn/map/route/route-77	wikipedia:en=http://en.wikipedia.org/wiki/National_Cycle_Route_77	name=NCN National Route 77	ncn=yes	network=ncn	ref=77	route=bicycle	type=route","NCN National Route 77","ncn","77","79","continuous"
"69",17261,"name=London Cycle Network	network=lcn	ref=87	route=bicycle	type=route","London Cycle Network","lcn","87","11","suggested"
"70",17451,"network=lcn	ref=80	route=bicycle	type=route","Local cycle network 80","lcn","80","3","suggested"
"71",17452,"created_by=Potlatch 0.10e	network=lcn	ref=81	route=bicycle	type=route","Local cycle network 81","lcn","81","3","suggested"
"72",17883,"name=NCN National Route 66	network=ncn	operator=Sustrans	ref=66	route=bicycle	type=route","NCN National Route 66","ncn","66","179","continuous"
"73",18272,"network=ncn	ref=223	route=bicycle	type=route","National cycle network 223","ncn","223","21","continuous"
"74",18775,"network=ncn	ref=46	route=bicycle	state=proposed	type=route","National cycle network 46","ncn","46","30","neutral"
"75",19743,"name=Tarka Trail	network=rcn	route=bicycle	type=route","Tarka Trail","rcn",NA,"7","touring"
"76",21018,"name=Centurion Way	network=rcn	ref=88	route=bicycle	type=route","Centurion Way","rcn","88","9","touring"
"77",21860,"network=lcn	ref=37	route=bicycle	type=route","Local cycle network 37","lcn","37","4","suggested"
"78",21894,"name=Heron Trail	network=ncn	ref=179	route=bicycle	type=route","Heron Trail","ncn","179","21","continuous"
"79",21895,"name=NCN National Route 17	network=ncn	ref=17	route=bicycle	type=route","NCN National Route 17","ncn","17","65","continuous"
"80",21896,"type=route	name=NCN Regional Route 19 (Kent)	network=rcn	ref=19	route=bicycle","NCN Regional Route 19 (Kent)","rcn","19","3","touring"
"81",21897,"name=NCN National Route 18	network=ncn	operator=Sustrans	ref=18	route=bicycle	type=route","NCN National Route 18","ncn","18","116","continuous"
"82",21898,"name=NCN Regional Route 11 (Kent)	network=rcn	ref=11	route=bicycle	type=route","NCN Regional Route 11 (Kent)","rcn","11","24","touring"
"83",21899,"alt_name=The Tudor Trail	name=NCN Regional Route 12 (Kent)	network=rcn	ref=12	route=bicycle	type=route","NCN Regional Route 12 (Kent)","rcn","12","14","touring"
"84",21901,"name=National Cycle Network Regional Route 82 (Brighton & Hove / West Sussex)	network=rcn	ref=82	route=bicycle	type=route","National Cycle Network Regional Route 82 (Brighton & Hove / West Sussex)","rcn","82","16","touring"
"85",21902,"network=rcn	ref=88	route=bicycle	type=route","Regional cycle network 88","rcn","88","10","touring"
"86",21904,"type=route	name=National Cycle Network Regional Route 90 (East Sussex)	network=rcn	ref=90	route=bicycle","National Cycle Network Regional Route 90 (East Sussex)","rcn","90","22","touring"
"87",21909,"alt_name=Waterlink Way	name=NCN National Route 21	network=ncn	ref=21	route=bicycle	type=route","NCN National Route 21","ncn","21","154","continuous"
"88",22602,"name=Mercian Way	ncn=yes	network=ncn	operator=Sustrans	ref=45	route=bicycle	type=route","Mercian Way","ncn","45","436","continuous"
"89",22696,"name=National Cycle Network Route 47	network=ncn	ref=47	route=bicycle	type=route","National Cycle Network Route 47","ncn","47","212","continuous"
"90",23552,"name=Cheshire Cycleway	network=rcn	ref=70	route=bicycle	type=route","Cheshire Cycleway","rcn","70","228","touring"
"91",23668,"name=NCN Regional Route 30 (Norfolk)	network=rcn	ref=30	route=bicycle	route_name=Two Rivers Cycle Route	type=route","NCN Regional Route 30 (Norfolk)","rcn","30","237","touring"
"92",26869,"route=bicycle	type=route	name=Yew Tree Way	network=rcn","Yew Tree Way","rcn",NA,"19","touring"
"93",27950,"colour=#FF0000	name=Lime Burner Trail	old_name=Black Route	route=mtb	type=route	url=http://www.forestry.gov.uk/website/ourwoods.nsf/LUWebDocsByKey/EnglandEastAngliaNoForestThetfordForestParkHighLodgeForestCentreLimeBurnerTrail","Lime Burner Trail",NA,NA,"0","neutral"
"94",28520,"network=ncn	operator=Sustrans	ref=165	route=bicycle	type=route","National cycle network (Sustrans) 165","ncn","165","120","continuous"
"95",29056,"created_by=Potlatch 0.10b	network=lcn	ref=2	route=bicycle	type=route","Local cycle network 2","lcn","2","1","suggested"
"96",29057,"name=2A	network=lcn	route=bicycle	type=route","2A","lcn",NA,"1","suggested"
"97",29078,"network=lcn	ref=12	route=bicycle	type=route","Local cycle network 12","lcn","12","4","suggested"
"98",29080,"created_by=Potlatch 0.10f	network=lcn	ref=12A	route=bicycle	type=route","Local cycle network 12A","lcn","12A","1","suggested"
"99",29082,"ref=11B	route=bicycle	type=route	network=lcn","Local cycle network 11B","lcn","11B","1","suggested"
"100",29084,"network=lcn	ref=10B	route=bicycle	type=route","Local cycle network 10B","lcn","10B","2","suggested"
"101",29098,"network=rcn	ref=48	route=bicycle	type=route","Regional cycle network 48","rcn","48","36","touring"
"102",29509,"name=Round Berkshire Cycle Route	network=rcn	route=bicycle	type=route","Round Berkshire Cycle Route","rcn",NA,"216","touring"
"103",29687,"network=lcn	route=bicycle	type=route","Local cycle network","lcn",NA,"2","suggested"
"104",29874,"name=National Cycle Network National Route 20	network=ncn	ref=20	route=bicycle	type=route","National Cycle Network National Route 20","ncn","20","41","continuous"
"105",29895,"name=Bonaly - Glencorse off road cycle route	route=mtb	type=route","Bonaly - Glencorse off road cycle route",NA,NA,"0","neutral"
"106",29896,"name=Harlaw-Glencorse	route=mtb	type=route","Harlaw-Glencorse",NA,NA,"0","neutral"
"107",29898,"type=route	name=Dreghorn-Castlelaw	route=mtb","Dreghorn-Castlelaw",NA,NA,"0","neutral"
"108",29899,"name=Bavelaw-Flotterstone	route=mtb	type=route","Bavelaw-Flotterstone",NA,NA,"0","neutral"
"109",29902,"name=Glentress Red Route	route=mtb	type=route","Glentress Red Route",NA,NA,"0","neutral"
"110",29905,"name=Glentress Black Route	route=mtb	type=route","Glentress Black Route",NA,NA,"0","neutral"
"111",29906,"name=Glentress Blue Route	route=mtb	type=route","Glentress Blue Route",NA,NA,"0","neutral"
"112",29907,"name=Glentress Green Route	route=bicycle	type=route","Glentress Green Route",NA,NA,"0","neutral"
"113",31004,"name=NCN National Route 78	network=ncn	ref=78	route=bicycle	type=route","NCN National Route 78","ncn","78","204","continuous"
"114",31176,"network=ncn	ref=6	route=bicycle	type=route","National cycle network 6","ncn","6","0","continuous"
"115",31640,"name=NCN National Route 61	network=ncn	ref=61	route=bicycle	type=route","NCN National Route 61","ncn","61","60","continuous"
"116",32019,"ref=12	route=bicycle	type=route	name=NCN National Route 12	network=ncn","NCN National Route 12","ncn","12","154","continuous"
"117",32882,"name=Radnor Ring	network=ncn	ref=825	route=bicycle	type=route","Radnor Ring","ncn","825","119","continuous"
"118",33951,"name=National Cycle Network Route 42	network=ncn	ref=42	route=bicycle	type=route","National Cycle Network Route 42","ncn","42","18","continuous"
"119",34269,"alt_name=National CycleNetwork Route 8	name=Lôn Las Cymru	network=ncn	ref=8	route=bicycle	type=route","Lôn Las Cymru","ncn","8","102","continuous"
"120",34610,"name=National Byway (Bernwood Forest Loop)	network=rcn	operator=National Byway	ref=NB	route=bicycle	type=route","National Byway (Bernwood Forest Loop)","rcn","NB","70","touring"
"121",34773,"network=lcn	ref=SR	route=bicycle	type=route","Local cycle network SR","lcn","SR","21","suggested"
"122",34789,"route=bicycle	type=route	name=NCN Regional Route 90 Lancashire Cycleway (Northern Loop)	network=rcn	ref=90","NCN Regional Route 90 Lancashire Cycleway (Northern Loop)","rcn","90","185","touring"
"123",34807,"name=NCN Regional Route 91 Lancashire Cycleway (Southern Loop)	network=rcn	ref=91	route=bicycle	type=route","NCN Regional Route 91 Lancashire Cycleway (Southern Loop)","rcn","91","215","touring"
"124",35937,"name=NCN Regional Route 73	network=rcn	ref=73	route=bicycle	type=route","NCN Regional Route 73","rcn","73","10","touring"
"125",35963,"name=Scholars Greenway	network=lcn	route=bicycle	type=route","Scholars Greenway","lcn",NA,"4","suggested"
"126",36311,"description=Final NCN 22 route through the centre of Farnham	name=Weyside Greenway	network=ncn	route=bicycle	state=proposed	type=route","Weyside Greenway","ncn",NA,"6","neutral"
"127",36379,"description=leisure route from East Farnham to northwest Guildford	distance=13.7	name=Christmas Pie Trail	network=rcn	route=bicycle	type=route","Christmas Pie Trail","rcn",NA,"12","touring"
"128",37391,"ref=14	route=bicycle	type=route	name=NCN National Route 14	network=ncn	operator=Sustrans","NCN National Route 14","ncn","14","133","continuous"
"129",37540,"name=National Cycle Network National Route 69	network=ncn	ref=69	route=bicycle	type=route","National Cycle Network National Route 69","ncn","69","72","continuous"
"130",37545,"name=National Cycle Network National Route 54	network=ncn	ref=54	route=bicycle	type=route","National Cycle Network National Route 54","ncn","54","93","continuous"
"131",37734,"name=National Cycle Network National Route 55	network=ncn	ref=55	route=bicycle	type=route","National Cycle Network National Route 55","ncn","55","170","continuous"
"132",38941,"name=NCN Regional Route 73	network=rcn	ref=73	route=bicycle	type=route","NCN Regional Route 73","rcn","73","13","touring"
"133",39086,"network=lcn	ref=RR	route=bicycle	type=route","Local cycle network RR","lcn","RR","28","suggested"
"134",47904,"type=route	name=National Byway (Holderness Loop)	network=rcn	operator=National Byway	ref=NB	route=bicycle","National Byway (Holderness Loop)","rcn","NB","69","touring"
"135",50055,"name=Colleges Cycle Route	network=lcn	route=bicycle	type=route","Colleges Cycle Route","lcn",NA,"8","suggested"
"136",50286,"foot=yes	name=Monsal Trail	network=ncn	ref=680	route=bicycle	type=route","Monsal Trail","ncn","680","15","continuous"
"137",50881,"name=Family Cycle Route	route=mtb	type=route","Family Cycle Route",NA,NA,"0","neutral"
"138",50897,"network=lcn	ref=27	route=bicycle	type=route","Local cycle network 27","lcn","27","10","suggested"
"139",51479,"route=bicycle	type=route	name=NCN National Route 754	network=ncn	ref=754","NCN National Route 754","ncn","754","91","continuous"
"140",51498,"name=Kelvin Cycleway	network=lcn	route=bicycle	type=route","Kelvin Cycleway","lcn",NA,"3","suggested"
"141",52310,"network=ncn	operator=Sustrans	ref=41	route=bicycle	type=route","National cycle network (Sustrans) 41","ncn","41","177","continuous"
"142",56702,"name=Biking the Backroads	route=bicycle	type=route","Biking the Backroads",NA,NA,"0","neutral"
"143",57605,"name=Hamlets and Hedgerows	route=bicycle	type=route","Hamlets and Hedgerows",NA,NA,"0","neutral"
"144",57607,"type=route	network=rcn	ref=74	route=bicycle","Regional cycle network 74","rcn","74","6","touring"
"145",57636,"name=Weaver Parkway	route=bicycle	type=route","Weaver Parkway",NA,NA,"0","neutral"
"146",57637,"name=Weaver Valley Way	route=bicycle	type=route","Weaver Valley Way",NA,NA,"0","neutral"
"147",58378,"name=Fruits of the Forest	network=lcn	route=bicycle	type=route","Fruits of the Forest","lcn",NA,"14","suggested"
"148",58916,"name=London Cycle Network 8	network=lcn	ref=8	route=bicycle	type=route","London Cycle Network 8","lcn","8","15","suggested"
"149",59030,"foot=yes	lcn=yes	name=Bathgate to Newbridge Cycle Path	ref=WL10	route=bicycle	type=route","Bathgate to Newbridge Cycle Path",NA,"WL10","0","neutral"
"150",59360,"name=River to Ridge	network=lcn	route=bicycle	type=route","River to Ridge","lcn",NA,"13","suggested"
"151",60197,"network=rcn	ref=71	route=bicycle	type=route","Regional cycle network 71","rcn","71","48","touring"
"152",61713,"ref=63	route=bicycle	type=route	name=NCN National Route 63	network=ncn","NCN National Route 63","ncn","63","184","continuous"
"153",61899,"name=National Cycle Network National Route 64	network=ncn	ref=64	route=bicycle	type=route","National Cycle Network National Route 64","ncn","64","91","continuous"
"154",61995,"name=National Cycle Network National Route 53	network=ncn	ref=53	route=bicycle	type=route","National Cycle Network National Route 53","ncn","53","26","continuous"
"155",62824,"name=National Cycle Route 11	network=ncn	ref=11	route=bicycle	type=route","National Cycle Route 11","ncn","11","138","continuous"
"156",65903,"name=Cotswold Line Cycle Route (under development)	network=ncn	ref=442	route=bicycle	state=proposed	type=route","Cotswold Line Cycle Route (under development)","ncn","442","21","neutral"
"157",67578,"name=NCN National Route 22	network=ncn	ref=22	route=bicycle	type=route","NCN National Route 22","ncn","22","87","continuous"
"158",67634,"ref=20-21 link	route=bicycle	type=route	name=National Cycle Network NCN 20-21 link	network=ncn","National Cycle Network NCN 20-21 link","ncn","20-21 link","1","continuous"
"159",67723,"name=Bridgewater Way	network=rcn	ref=82	route=bicycle	type=route","Bridgewater Way","rcn","82","18","touring"
"160",67725,"name=Runcorn Loop	route=bicycle	type=route","Runcorn Loop",NA,NA,"0","neutral"
"161",68378,"network=ncn	ref=56	route=bicycle	type=route","National cycle network 56","ncn","56","60","continuous"
"162",68379,"name=Shropshire Union Canal Towpath	route=bicycle	type=route","Shropshire Union Canal Towpath",NA,NA,"0","neutral"
"163",68422,"network=lcn	ref=26	route=bicycle	type=route","Local cycle network 26","lcn","26","3","suggested"
"164",68432,"network=lcn	ref=26	route=bicycle	type=route","Local cycle network 26","lcn","26","2","suggested"
"165",69889,"name=Avon Cycleway	network=ncn	note=Former regional route 10, currently (2013) being resigned as NCN410	ref=410	route=bicycle	type=route","Avon Cycleway","ncn","410","108","continuous"
"166",72568,"name=National Cycle Network Route 3	network=ncn	ref=3	route=bicycle	type=route","National Cycle Network Route 3","ncn","3","310","continuous"
"167",72881,"name=National Cycle Network National Route 562	network=ncn	operator=Sustrans	ref=562	route=bicycle	source=http://forum.ctc.org.uk/viewtopic.php?p=165466&sid=1a154b65b31d1d26cd032ac866fa7aa4#165466	type=route","National Cycle Network National Route 562","ncn","562","10","continuous"
"168",73717,"name=Brimstone Trail	network=lcn	route=bicycle	state=proposed	type=route","Brimstone Trail","lcn",NA,"4","neutral"
"169",73722,"name=Comma Trail	network=lcn	route=bicycle	state=proposed	type=route","Comma Trail","lcn",NA,"7","neutral"
"170",73726,"name=Orange Tip Trail	network=lcn	route=bicycle	state=proposed	type=route","Orange Tip Trail","lcn",NA,"5","neutral"
"171",73727,"name=Peacock Trail	network=lcn	route=bicycle	state=proposed	type=route","Peacock Trail","lcn",NA,"6","neutral"
"172",74736,"name=Trans Pennine Trail	network=ncn	ref=62	route=bicycle	type=route","Trans Pennine Trail","ncn","62","46","continuous"
"173",75419,"name=London Cycle Network Route 54	network=lcn	ref=54	route=bicycle	type=route","London Cycle Network Route 54","lcn","54","10","suggested"
"174",75880,"name=NCN National Route 1	network=ncn	note=Dover to southern end of Greenwich Foot Tunnel	operator=Sustrans	ref=1	route=bicycle	type=route","NCN National Route 1","ncn","1","3","continuous"
"175",75894,"name=NCN National Route 1	network=ncn	note=From junction with NR51 (Colchester) to junction with NCR11 (near King's Lynn)	operator=Sustrans	ref=1	route=bicycle	type=route","NCN National Route 1","ncn","1","18","continuous"
"176",76059,"name=National Cycle Network Route 33	network=ncn	note=Stop Line Way & Festival Way are names for certain stretches of NCN 33 not the whole route	ref=33	route=bicycle	type=route","National Cycle Network Route 33","ncn","33","112","continuous"
"177",76755,"network=ncn	ref=26	route=bicycle	type=route	name=National Cycle Route 26","National Cycle Route 26","ncn","26","88","continuous"
"178",78740,"name=Cycling the Salt Ride	route=bicycle	type=route","Cycling the Salt Ride",NA,NA,"0","neutral"
"179",81885,"name=NCN National Route 766	network=ncn	operator=Sustrans	ref=766	route=bicycle	type=route","NCN National Route 766","ncn","766","22","continuous"
"180",82037,"designation=Red	mtb:type=crosscountry	name=Singletrack Mountain Bike Trail	route=mtb	type=route","Singletrack Mountain Bike Trail",NA,NA,"0","neutral"
"181",84177,"name=Regional Route 59	network=rcn	ref=59	route=bicycle	type=route","Regional Route 59","rcn","59","15","touring"
"182",90027,"name=88 (LCN)	network=lcn	ref=88	route=bicycle	type=route","88 (LCN)","lcn","88","5","suggested"
"183",90184,"route=bicycle	type=route	fixme=should check the route again, some roads are actually signed lcn 88	name=London Cycle Network	network=lcn	ref=87","London Cycle Network","lcn","87","10","suggested"
"184",90999,"name=NCN National Route 81	network=ncn	operator=Sustrans	ref=81	route=bicycle	type=route","NCN National Route 81","ncn","81","240","continuous"
"185",92257,"bicycle=yes	name=Greater Manchester Route 80	network=rcn	ref=80	route=bicycle	type=route","Greater Manchester Route 80","rcn","80","3","touring"
"186",92410,"mtb:type=crosscountry	name=Bavelaw-Nine Mile Burn	network=mtb	route=mtb	type=route","Bavelaw-Nine Mile Burn","mtb",NA,"7","neutral"
"187",92411,"name=Black Hill MTB	route=mtb	type=route","Black Hill MTB",NA,NA,"0","neutral"
"188",92412,"name=Carlops-Balerno MTB	network=mtb	route=bicycle	type=route","Carlops-Balerno MTB","mtb",NA,"9","neutral"
"189",92415,"name=Pentland Reservoirs MTB	route=mtb	type=route","Pentland Reservoirs MTB",NA,NA,"0","neutral"
"190",92889,"route=bicycle	type=route	name=NCN National Route 57	network=ncn	ref=57","NCN National Route 57","ncn","57","106","continuous"
"191",93010,"name=Manchester Airport Orbital Cycleway	network=lcn	route=bicycle	type=route","Manchester Airport Orbital Cycleway","lcn",NA,"4","suggested"
"192",93244,"lcn_ref=1	name=Portsmouth LCN1	route=bicycle	type=route","Portsmouth LCN1",NA,NA,"0","neutral"
"193",93245,"lcn_ref=3	name=Portsmouth LCN3	route=bicycle	type=route","Portsmouth LCN3",NA,NA,"0","neutral"
"194",93599,"name=Greater Manchester regional route 85	network=rcn	ref=85	route=bicycle	type=route","Greater Manchester regional route 85","rcn","85","21","touring"
"195",93801,"name=Regional Route 52 The Buzzard Route	network=rcn	ref=52	route=bicycle	type=route","Regional Route 52 The Buzzard Route","rcn","52","83","touring"
"196",94055,"name=Regional Route 30 South Somerset	network=rcn	ref=30	route=bicycle	type=route","Regional Route 30 South Somerset","rcn","30","71","touring"
"197",97194,"network=lcn	ref=89	route=bicycle	type=route	fixme=Watford Road represents parallel cycle track separately and on way. Resolving this may change this relation.	name=London Cycle Network","London Cycle Network","lcn","89","5","suggested"
"198",97242,"name=New Hall Valley Cycle Route	ncn_ref=534	network=ncn	ref=534	route=bicycle	type=route","New Hall Valley Cycle Route","ncn","534","8","continuous"
"199",97257,"name=London Cycle Network	network=lcn	ref=86	route=bicycle	type=route","London Cycle Network","lcn","86","4","suggested"
"200",99553,"name=Regional Route 56 North Devon Cycle Route	network=rcn	ref=56	route=bicycle	type=route","Regional Route 56 North Devon Cycle Route","rcn","56","20","touring"
"201",101440,"name=National Cycle Network Route 27	network=ncn	ref=27	route=bicycle	type=route","National Cycle Network Route 27","ncn","27","53","continuous"
"202",103951,"name=NCN National Route 13	network=ncn	operator=Sustrans	ref=13	route=bicycle	type=route","NCN National Route 13","ncn","13","228","continuous"
"203",105441,"network=ncn	operator=Sustrans	ref=777	route=bicycle	type=route	name=National Cycle Network 777","National Cycle Network 777","ncn","777","26","continuous"
